 Formula: Ag55Au92                              Feff8L (EXAFS)       0.1
 SpaceGroup: P1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=47 Rmt= 1.558 Rnm= 1.611 K  shell
 Pot 1 Z=79 Rmt= 1.593 Rnm= 1.655
 Pot 2 Z=47 Rmt= 1.519 Rnm= 1.565
 Gam_ch=8.302E+00 H-L exch
 Mu=-1.286E+00 kf=1.700E+00 Vint=-1.230E+01 Rs_int= 2.133
 PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path  110      icalc       2
 -----------------------------------------------------------------------
   2   1.000   5.8612    3.0611   -1.28562 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  47 Ag       absorbing atom
  7.500  6.0898E+00  5.6155E-01 -2.2165E+01  1.014E+00  7.0997E+00  7.5886E+00
  8.000  5.8126E+00  6.2225E-01 -2.2178E+01  9.936E-01  7.6702E+00  8.0790E+00
  8.500  5.5408E+00  6.6338E-01 -2.2234E+01  9.755E-01  8.2543E+00  8.5711E+00
  9.000  5.2819E+00  6.8344E-01 -2.2315E+01  9.607E-01  8.8507E+00  9.0643E+00
  9.500  5.0368E+00  6.9169E-01 -2.2408E+01  9.502E-01  9.4583E+00  9.5586E+00
 10.000  4.8009E+00  6.9110E-01 -2.2507E+01  9.431E-01  1.0076E+01  1.0054E+01
 11.000  4.3516E+00  6.5874E-01 -2.2717E+01  9.325E-01  1.1340E+01  1.1046E+01
 12.000  3.9415E+00  6.1081E-01 -2.2933E+01  9.262E-01  1.2637E+01  1.2040E+01
 13.000  3.5597E+00  5.5365E-01 -2.3147E+01  9.235E-01  1.3963E+01  1.3035E+01
 14.000  3.2049E+00  4.9753E-01 -2.3354E+01  9.219E-01  1.5316E+01  1.4031E+01
 15.000  2.8756E+00  4.4557E-01 -2.3549E+01  9.220E-01  1.6692E+01  1.5028E+01
 16.000  2.5671E+00  4.0203E-01 -2.3734E+01  9.223E-01  1.8089E+01  1.6025E+01
 17.000  2.2792E+00  3.6297E-01 -2.3921E+01  9.229E-01  1.9505E+01  1.7023E+01
 18.000  2.0070E+00  3.2613E-01 -2.4107E+01  9.228E-01  2.0939E+01  1.8021E+01
 19.000  1.7504E+00  2.9457E-01 -2.4286E+01  9.226E-01  2.2390E+01  1.9019E+01
 20.000  1.5068E+00  2.6806E-01 -2.4459E+01  9.228E-01  2.3855E+01  2.0018E+01
