 Formula: Ag55Au92                              Feff8L (EXAFS)       0.1
 SpaceGroup: P1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=47 Rmt= 1.558 Rnm= 1.611 K  shell
 Pot 1 Z=79 Rmt= 1.593 Rnm= 1.655
 Pot 2 Z=47 Rmt= 1.519 Rnm= 1.565
 Gam_ch=8.302E+00 H-L exch
 Mu=-1.286E+00 kf=1.700E+00 Vint=-1.230E+01 Rs_int= 2.133
 PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 Path  154      icalc       2
 -----------------------------------------------------------------------
   2   1.000   7.5104    3.0611   -1.28562 nleg, deg, reff, rnrmav(bohr), edge
        x         y         z   pot at#
    -0.0000   -0.0000   -0.0000  0  47 Ag       absorbing atom
    -4.0410    6.0555    1.8460  1  79 Au
    k   real[2*phc]   mag[feff]  phase[feff] red factor   lambda     real[p]@#
 -0.000  1.0198E+01  7.0447E-05 -8.4001E+00  1.050E+00  3.1743E+00  1.7293E+00
  0.100  1.0197E+01  7.2927E-02 -9.8651E+00  1.052E+00  3.1792E+00  1.7320E+00
  0.200  1.0195E+01  1.4530E-01 -1.1252E+01  1.055E+00  3.1939E+00  1.7400E+00
  0.300  1.0190E+01  2.1659E-01 -1.2562E+01  1.062E+00  3.2180E+00  1.7534E+00
  0.400  1.0183E+01  2.8627E-01 -1.3798E+01  1.070E+00  3.2509E+00  1.7720E+00
  0.500  1.0174E+01  3.5386E-01 -1.4960E+01  1.080E+00  3.2918E+00  1.7957E+00
  0.600  1.0162E+01  4.1893E-01 -1.6051E+01  1.093E+00  3.3398E+00  1.8244E+00
  0.700  1.0148E+01  4.8106E-01 -1.7072E+01  1.106E+00  3.3935E+00  1.8578E+00
  0.800  1.0129E+01  5.3991E-01 -1.8025E+01  1.120E+00  3.4519E+00  1.8958E+00
  0.900  1.0107E+01  5.9515E-01 -1.8912E+01  1.135E+00  3.5135E+00  1.9383E+00
  1.000  1.0080E+01  6.4647E-01 -1.9735E+01  1.151E+00  3.5771E+00  1.9851E+00
  1.100  1.0048E+01  6.9356E-01 -2.0496E+01  1.166E+00  3.6414E+00  2.0361E+00
  1.200  1.0011E+01  7.3609E-01 -2.1196E+01  1.182E+00  3.7051E+00  2.0912E+00
  1.300  9.9673E+00  7.7368E-01 -2.1834E+01  1.197E+00  3.7675E+00  2.1502E+00
  1.400  9.9176E+00  8.0588E-01 -2.2413E+01  1.211E+00  3.8280E+00  2.2132E+00
  1.500  9.8609E+00  8.3220E-01 -2.2929E+01  1.225E+00  3.8863E+00  2.2801E+00
  1.600  9.7967E+00  8.5207E-01 -2.3383E+01  1.237E+00  3.9431E+00  2.3510E+00
  1.700  9.7244E+00  8.6491E-01 -2.3772E+01  1.248E+00  3.9996E+00  2.4260E+00
  1.800  9.6434E+00  8.7014E-01 -2.4092E+01  1.256E+00  4.0580E+00  2.5052E+00
  1.900  9.5530E+00  8.6679E-01 -2.4337E+01  1.262E+00  4.1216E+00  2.5889E+00
