cpu-bind=MASK - cn048, task  0  0 [2412103]: mask 0x9e5020009e50200 set
cpu-bind=MASK - cn048, task  0  0 [2413045]: mask 0x9e5020009e50200 set
cpu-bind=MASK - cn048, task  1  1 [2413046]: mask 0x9e5020009e50200 set
LAMMPS (12 Jun 2025 - Development - patch_12Jun2025-673-gd34d6b79e3-modified)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (0 0 0) to (50 50 50)
  1 by 1 by 2 MPI processor grid
  reading atoms ...
  147 atoms
  read_data CPU = 0.017 seconds
Loading MACE model from 'mace-mpa-0-medium-47-79.json' ... success
  mapping LAMMPS type 1 (Ag) to MACE type 0
  mapping LAMMPS type 2 (Au) to MACE type 1
System init for write_data ...
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 8
  ghost atom cutoff = 8
  binsize = 4, bins = 13 13 13
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair symmetrix/mace, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.002
Per MPI rank memory allocation (min/avg/max) = 3.404 | 3.467 | 3.53 Mbytes
   Step          Temp          Press            Lx             Ly             Lz           Volume         TotEng         PotEng    
       348   185.52452      50.699342      50             50             50             125000        -2.7488638     -2.7726816    
       349   186.64711      51.651442      50             50             50             125000        -2.7488299     -2.7727918    
       350   187.74505      52.618752      50             50             50             125000        -2.7487957     -2.7728986    
       351   188.80948      53.607894      50             50             50             125000        -2.7487613     -2.7730008    
       352   189.83213      54.626705      50             50             50             125000        -2.7487267     -2.7730975    
       353   190.80538      55.681569      50             50             50             125000        -2.7486918     -2.7731876    
       354   191.72238      56.777495      50             50             50             125000        -2.7486568     -2.7732703    
       355   192.57712      57.92043       50             50             50             125000        -2.7486215     -2.7733447    
       356   193.36458      59.113658      50             50             50             125000        -2.7485861     -2.7734104    
       357   194.0808       60.358641      50             50             50             125000        -2.7485505     -2.7734668    
       358   194.72279      61.661789      50             50             50             125000        -2.7485148     -2.7735134    
       359   195.28862      63.023944      50             50             50             125000        -2.7484789     -2.7735502    
       360   195.77742      64.445195      50             50             50             125000        -2.7484429     -2.773577     
       361   196.18944      65.924309      50             50             50             125000        -2.7484068     -2.7735938    
       362   196.52609      67.453229      50             50             50             125000        -2.7483706     -2.7736008    
       363   196.78986      69.031295      50             50             50             125000        -2.7483344     -2.7735984    
       364   196.9843       70.656695      50             50             50             125000        -2.7482981     -2.7735871    
       365   197.11401      72.325272      50             50             50             125000        -2.7482617     -2.7735674    
       366   197.18461      74.030381      50             50             50             125000        -2.7482254     -2.7735401    
       367   197.20261      75.761729      50             50             50             125000        -2.748189      -2.773506     
       368   197.17538      77.515218      50             50             50             125000        -2.7481526     -2.7734661    
       369   197.11109      79.280612      50             50             50             125000        -2.7481162     -2.7734215    
       370   197.01857      81.048678      50             50             50             125000        -2.7480798     -2.7733732    
       371   196.9073       82.811265      50             50             50             125000        -2.7480434     -2.7733225    
       372   196.78726      84.557934      50             50             50             125000        -2.748007      -2.7732708    
       373   196.66886      86.279847      50             50             50             125000        -2.7479707     -2.7732192    
       374   196.56272      87.964961      50             50             50             125000        -2.7479344     -2.7731693    
       375   196.47963      89.601986      50             50             50             125000        -2.7478981     -2.7731223    
       376   196.43038      91.178628      50             50             50             125000        -2.7478618     -2.7730797    
       377   196.42562      92.687239      50             50             50             125000        -2.7478255     -2.7730428    
       378   196.47569      94.11709       50             50             50             125000        -2.7477892     -2.7730129    
       379   196.59042      95.460707      50             50             50             125000        -2.7477529     -2.7729913    
       380   196.77897      96.70908       50             50             50             125000        -2.7477165     -2.7729792    
       381   197.04967      97.857147      50             50             50             125000        -2.7476802     -2.7729776    
       382   197.40982      98.897989      50             50             50             125000        -2.7476438     -2.7729874    
       383   197.86546      99.827665      50             50             50             125000        -2.7476073     -2.7730094    
       384   198.42113      100.64308      50             50             50             125000        -2.7475707     -2.7730442    
       385   199.07977      101.3418       50             50             50             125000        -2.7475341     -2.7730921    
       386   199.84255      101.92492      50             50             50             125000        -2.7474973     -2.7731533    
       387   200.70879      102.39613      50             50             50             125000        -2.7474604     -2.7732276    
       388   201.67578      102.75811      50             50             50             125000        -2.7474234     -2.7733147    
       389   202.73872      103.01759      50             50             50             125000        -2.7473862     -2.773414     
       390   203.89071      103.1816       50             50             50             125000        -2.7473488     -2.7735245    
       391   205.12281      103.25908      50             50             50             125000        -2.7473113     -2.7736451    
       392   206.42413      103.26072      50             50             50             125000        -2.7472735     -2.7737744    
       393   207.78191      103.19647      50             50             50             125000        -2.7472356     -2.7739108    
       394   209.18179      103.08299      50             50             50             125000        -2.7471974     -2.7740524    
       395   210.60798      102.9349       50             50             50             125000        -2.747159      -2.7741971    
       396   212.04354      102.76666      50             50             50             125000        -2.7471204     -2.7743428    
       397   213.4706       102.59482      50             50             50             125000        -2.7470816     -2.7744872    
       398   214.8708       102.43689      50             50             50             125000        -2.7470426     -2.7746279    
       399   216.2256       102.3089       50             50             50             125000        -2.7470034     -2.7747626    
       400   217.51657      102.22457      50             50             50             125000        -2.7469639     -2.7748889    
       401   218.72578      102.20131      50             50             50             125000        -2.7469243     -2.7750045    
       402   219.83612      102.25493      50             50             50             125000        -2.7468845     -2.7751073    
       403   220.83164      102.39877      50             50             50             125000        -2.7468446     -2.7751952    
       404   221.69784      102.6438       50             50             50             125000        -2.7468046     -2.7752663    
       405   222.42198      102.99926      50             50             50             125000        -2.7467645     -2.7753192    
       406   222.99329      103.47305      50             50             50             125000        -2.7467243     -2.7753523    
       407   223.40316      104.07297      50             50             50             125000        -2.746684      -2.7753647    
       408   223.64535      104.80298      50             50             50             125000        -2.7466438     -2.7753556    
       409   223.7161       105.66392      50             50             50             125000        -2.7466036     -2.7753244    
       410   223.61428      106.65221      50             50             50             125000        -2.7465634     -2.7752712    
       411   223.34135      107.76612      50             50             50             125000        -2.7465233     -2.775196     
       412   222.90147      108.99604      50             50             50             125000        -2.7464833     -2.7750996    
       413   222.30138      110.33479      50             50             50             125000        -2.7464434     -2.7749827    
       414   221.55039      111.77173      50             50             50             125000        -2.7464037     -2.7748466    
       415   220.66028      113.29195      50             50             50             125000        -2.7463642     -2.7746928    
       416   219.64513      114.88119      50             50             50             125000        -2.7463249     -2.7745231    
       417   218.52111      116.51996      50             50             50             125000        -2.7462858     -2.7743397    
       418   217.30631      118.18804      50             50             50             125000        -2.746247      -2.7741449    
       419   216.0204       119.86491      50             50             50             125000        -2.7462084     -2.7739412    
       420   214.6844       121.5261       50             50             50             125000        -2.74617       -2.7737314    
       421   213.32028      123.14712      50             50             50             125000        -2.7461319     -2.7735182    
       422   211.95074      124.70097      50             50             50             125000        -2.7460941     -2.7733045    
       423   210.59881      126.1685       50             50             50             125000        -2.7460565     -2.7730934    
       424   209.28756      127.52383      50             50             50             125000        -2.7460192     -2.7728877    
       425   208.03962      128.74644      50             50             50             125000        -2.7459822     -2.7726905    
       426   206.87681      129.81333      50             50             50             125000        -2.7459453     -2.7725043    
       427   205.8198       130.70222      50             50             50             125000        -2.7459087     -2.772332     
       428   204.88784      131.39391      50             50             50             125000        -2.7458722     -2.7721759    
       429   204.09843      131.86782      50             50             50             125000        -2.7458359     -2.7720383    
       430   203.46703      132.11258      50             50             50             125000        -2.7457998     -2.771921     
       431   203.00677      132.11524      50             50             50             125000        -2.7457637     -2.7718259    
       432   202.72829      131.86559      50             50             50             125000        -2.7457278     -2.7717542    
       433   202.63954      131.35888      50             50             50             125000        -2.7456918     -2.7717068    
       434   202.74565      130.58898      50             50             50             125000        -2.7456559     -2.7716845    
       435   203.04893      129.55571      50             50             50             125000        -2.7456199     -2.7716875    
       436   203.54874      128.262        50             50             50             125000        -2.7455839     -2.7717157    
       437   204.24154      126.71466      50             50             50             125000        -2.7455478     -2.7717685    
       438   205.12092      124.91947      50             50             50             125000        -2.7455115     -2.7718451    
       439   206.17775      122.89067      50             50             50             125000        -2.7454751     -2.7719444    
       440   207.40029      120.64078      50             50             50             125000        -2.7454385     -2.7720647    
       441   208.77433      118.18795      50             50             50             125000        -2.7454017     -2.7722043    
       442   210.28345      115.54967      50             50             50             125000        -2.7453646     -2.772361     
       443   211.90918      112.74774      50             50             50             125000        -2.7453273     -2.7725324    
       444   213.63127      109.80299      50             50             50             125000        -2.7452897     -2.7727158    
       445   215.42792      106.74195      50             50             50             125000        -2.7452518     -2.7729086    
       446   217.27609      103.58946      50             50             50             125000        -2.7452136     -2.7731076    
       447   219.15175      100.37453      50             50             50             125000        -2.7451751     -2.7733099    
       448   221.03018      97.124066      50             50             50             125000        -2.7451362     -2.7735123    
       449   222.88625      93.866268      50             50             50             125000        -2.7450971     -2.7737115    
       450   224.69471      90.629142      50             50             50             125000        -2.7450577     -2.7739042    
       451   226.43045      87.439815      50             50             50             125000        -2.7450181     -2.7740874    
       452   228.0688       84.325341      50             50             50             125000        -2.7449781     -2.7742578    
       453   229.58583      81.312874      50             50             50             125000        -2.7449379     -2.7744124    
       454   230.95862      78.425556      50             50             50             125000        -2.7448976     -2.7745482    
       455   232.16548      75.686131      50             50             50             125000        -2.744857      -2.7746626    
       456   233.18627      73.114928      50             50             50             125000        -2.7448163     -2.7747529    
       457   234.00257      70.733928      50             50             50             125000        -2.7447754     -2.7748169    
       458   234.59805      68.554872      50             50             50             125000        -2.7447345     -2.7748524    
       459   234.95862      66.593641      50             50             50             125000        -2.7446936     -2.7748578    
       460   235.07265      64.863012      50             50             50             125000        -2.7446527     -2.7748315    
       461   234.93118      63.370613      50             50             50             125000        -2.7446118     -2.7747724    
       462   234.52811      62.121622      50             50             50             125000        -2.744571      -2.7746799    
       463   233.86039      61.117014      50             50             50             125000        -2.7445303     -2.7745535    
       464   232.92808      60.356839      50             50             50             125000        -2.7444898     -2.7743933    
       465   231.73451      59.836406      50             50             50             125000        -2.7444495     -2.7741998    
       466   230.2863       59.54577       50             50             50             125000        -2.7444095     -2.7739738    
       467   228.59343      59.470748      50             50             50             125000        -2.7443697     -2.7737168    
       468   226.66922      59.597458      50             50             50             125000        -2.7443303     -2.7734303    
       469   224.53026      59.90571       50             50             50             125000        -2.7442913     -2.7731166    
       470   222.19622      60.37225       50             50             50             125000        -2.7442526     -2.7727783    
       471   219.68974      60.972154      50             50             50             125000        -2.7442143     -2.7724182    
       472   217.03615      61.677295      50             50             50             125000        -2.7441764     -2.7720397    
       473   214.26321      62.458315      50             50             50             125000        -2.744139      -2.7716463    
       474   211.40079      63.285903      50             50             50             125000        -2.7441021     -2.7712419    
       475   208.4805       64.127766      50             50             50             125000        -2.7440656     -2.7708305    
       476   205.5352       64.94966       50             50             50             125000        -2.7440296     -2.7704164    
       477   202.5986       65.714607      50             50             50             125000        -2.7439941     -2.7700039    
       478   199.70463      66.390185      50             50             50             125000        -2.743959      -2.7695973    
       479   196.88705      66.943513      50             50             50             125000        -2.7439244     -2.7692009    
       480   194.17892      67.340306      50             50             50             125000        -2.7438902     -2.7688191    
       481   191.61202      67.550144      50             50             50             125000        -2.7438564     -2.7684557    
       482   189.21636      67.54304       50             50             50             125000        -2.743823      -2.7681148    
       483   187.01969      67.289804      50             50             50             125000        -2.74379       -2.7677997    
       484   185.04701      66.76675       50             50             50             125000        -2.7437572     -2.7675137    
       485   183.32028      65.953255      50             50             50             125000        -2.7437247     -2.7672595    
       486   181.85802      64.832889      50             50             50             125000        -2.7436925     -2.7670395    
       487   180.67503      63.389129      50             50             50             125000        -2.7436604     -2.7668556    
       488   179.78218      61.61172       50             50             50             125000        -2.7436284     -2.766709     
       489   179.18631      59.494218      50             50             50             125000        -2.7435965     -2.7666006    
       490   178.89012      57.034041      50             50             50             125000        -2.7435646     -2.7665307    
       491   178.89224      54.234749      50             50             50             125000        -2.7435327     -2.766499     
       492   179.18727      51.103925      50             50             50             125000        -2.7435007     -2.7665049    
       493   179.76595      47.650317      50             50             50             125000        -2.7434686     -2.7665471    
       494   180.61537      43.885914      50             50             50             125000        -2.7434362     -2.7666238    
       495   181.71925      39.828682      50             50             50             125000        -2.7434036     -2.7667329    
       496   183.05829      35.496899      50             50             50             125000        -2.7433708     -2.7668719    
       497   184.61054      30.913603      50             50             50             125000        -2.7433376     -2.767038     
       498   186.35176      26.107073      50             50             50             125000        -2.743304      -2.767228     
       499   188.25584      21.105786      50             50             50             125000        -2.7432701     -2.7674385    
       500   190.29523      15.938729      50             50             50             125000        -2.7432357     -2.7676659    
       501   192.44135      10.63712       50             50             50             125000        -2.7432009     -2.7679066    
       502   194.66512      5.2320762      50             50             50             125000        -2.7431656     -2.7681568    
       503   196.93731     -0.24228907     50             50             50             125000        -2.7431298     -2.7684128    
       504   199.22904     -5.7534412      50             50             50             125000        -2.7430936     -2.7686708    
       505   201.51209     -11.269173      50             50             50             125000        -2.7430569     -2.7689272    
       506   203.7593      -16.75819       50             50             50             125000        -2.7430198     -2.7691785    
       507   205.94491     -22.189306      50             50             50             125000        -2.7429821     -2.7694215    
       508   208.04493     -27.532722      50             50             50             125000        -2.7429441     -2.7696531    
       509   210.03746     -32.760765      50             50             50             125000        -2.7429057     -2.7698704    
       510   211.90288     -37.849007      50             50             50             125000        -2.7428668     -2.7700711    
       511   213.62409     -42.777272      50             50             50             125000        -2.7428276     -2.7702529    
       512   215.18672     -47.525085      50             50             50             125000        -2.7427881     -2.770414     
       513   216.57931     -52.076359      50             50             50             125000        -2.7427483     -2.7705529    
       514   217.79336     -56.41543       50             50             50             125000        -2.7427082     -2.7706687    
       515   218.82338     -60.534169      50             50             50             125000        -2.742668      -2.7707607    
       516   219.6669      -64.421005      50             50             50             125000        -2.7426275     -2.7708285    
       517   220.32451     -68.070942      50             50             50             125000        -2.7425869     -2.7708723    
       518   220.79976     -71.482627      50             50             50             125000        -2.7425462     -2.7708927    
       519   221.09896     -74.658008      50             50             50             125000        -2.7425054     -2.7708903    
       520   221.23106     -77.601466      50             50             50             125000        -2.7424646     -2.7708665    
       521   221.20744     -80.320471      50             50             50             125000        -2.7424238     -2.7708226    
       522   221.04169     -82.823192      50             50             50             125000        -2.7423831     -2.7707606    
       523   220.74924     -85.122281      50             50             50             125000        -2.7423423     -2.7706823    
       524   220.34703     -87.23103       50             50             50             125000        -2.7423017     -2.77059      
       525   219.85324     -89.163407      50             50             50             125000        -2.7422612     -2.7704861    
       526   219.28692     -90.932575      50             50             50             125000        -2.7422208     -2.770373     
       527   218.66753     -92.554652      50             50             50             125000        -2.7421805     -2.7702532    
       528   218.01455     -94.04801       50             50             50             125000        -2.7421403     -2.7701292    
       529   217.34711     -95.431087      50             50             50             125000        -2.7421003     -2.7700035    
       530   216.68368     -96.720401      50             50             50             125000        -2.7420604     -2.7698784    
       531   216.04167     -97.932172      50             50             50             125000        -2.7420207     -2.7697563    
       532   215.43722     -99.079014      50             50             50             125000        -2.7419811     -2.7696391    
       533   214.88487     -100.179        50             50             50             125000        -2.7419416     -2.7695287    
       534   214.39733     -101.24305      50             50             50             125000        -2.7419023     -2.7694268    
       535   213.98534     -102.28251      50             50             50             125000        -2.741863      -2.7693347    
       536   213.65758     -103.307        50             50             50             125000        -2.7418239     -2.7692534    
       537   213.42061     -104.32369      50             50             50             125000        -2.7417848     -2.7691839    
       538   213.27884     -105.33789      50             50             50             125000        -2.7417458     -2.7691267    
       539   213.23463     -106.35572      50             50             50             125000        -2.7417068     -2.769082     
       540   213.28833     -107.38045      50             50             50             125000        -2.7416678     -2.7690499    
       541   213.43842     -108.41369      50             50             50             125000        -2.7416288     -2.7690302    
       542   213.68167     -109.457        50             50             50             125000        -2.7415898     -2.7690224    
       543   214.01336     -110.50887      50             50             50             125000        -2.7415507     -2.7690259    
       544   214.42749     -111.56685      50             50             50             125000        -2.7415116     -2.76904      
       545   214.91696     -112.62622      50             50             50             125000        -2.7414724     -2.7690636    
       546   215.47384     -113.68169      50             50             50             125000        -2.7414331     -2.7690959    
       547   216.08955     -114.7319       50             50             50             125000        -2.7413938     -2.7691355    
       548   216.75507     -115.77322      50             50             50             125000        -2.7413543     -2.7691815    
       549   217.46116     -116.80156      50             50             50             125000        -2.7413147     -2.7692325    
       550   218.19856     -117.81026      50             50             50             125000        -2.741275      -2.7692875    
       551   218.95811     -118.79202      50             50             50             125000        -2.7412351     -2.7693451    
       552   219.73096     -119.74441      50             50             50             125000        -2.7411951     -2.7694044    
       553   220.50863     -120.66287      50             50             50             125000        -2.741155      -2.7694641    
       554   221.28313     -121.5456       50             50             50             125000        -2.7411148     -2.7695233    
       555   222.04698     -122.3867       50             50             50             125000        -2.7410744     -2.769581     
       556   222.79332     -123.18333      50             50             50             125000        -2.741034      -2.7696364    
       557   223.5159      -123.93272      50             50             50             125000        -2.7409934     -2.7696885    
       558   224.20919     -124.63086      50             50             50             125000        -2.7409527     -2.7697368    
       559   224.86828     -125.27727      50             50             50             125000        -2.7409119     -2.7697807    
       560   225.48891     -125.87162      50             50             50             125000        -2.740871      -2.7698194    
       561   226.06744     -126.41396      50             50             50             125000        -2.74083       -2.7698527    
       562   226.60086     -126.90779      50             50             50             125000        -2.740789      -2.7698802    
       563   227.08673     -127.34798      50             50             50             125000        -2.7407479     -2.7699015    
       564   227.52312     -127.7381       50             50             50             125000        -2.7407067     -2.7699163    
       565   227.90861     -128.08145      50             50             50             125000        -2.7406655     -2.7699246    
       566   228.24215     -128.3756       50             50             50             125000        -2.7406243     -2.7699262    
       567   228.52311     -128.62083      50             50             50             125000        -2.7405831     -2.769921     
       568   228.75114     -128.81716      50             50             50             125000        -2.7405418     -2.7699091    
       569   228.92617     -128.97006      50             50             50             125000        -2.7405006     -2.7698903    
       570   229.04829     -129.08173      50             50             50             125000        -2.7404593     -2.7698647    
       571   229.11774     -129.15235      50             50             50             125000        -2.7404181     -2.7698324    
       572   229.1349      -129.18243      50             50             50             125000        -2.7403769     -2.7697934    
       573   229.10018     -129.17071      50             50             50             125000        -2.7403358     -2.7697478    
       574   229.01403     -129.11789      50             50             50             125000        -2.7402947     -2.7696957    
       575   228.87689     -129.0253       50             50             50             125000        -2.7402536     -2.769637     
       576   228.68919     -128.89279      50             50             50             125000        -2.7402126     -2.7695719    
       577   228.45141     -128.71862      50             50             50             125000        -2.7401717     -2.7695005    
       578   228.16403     -128.50109      50             50             50             125000        -2.7401309     -2.7694228    
       579   227.8276      -128.23795      50             50             50             125000        -2.7400901     -2.7693388    
       580   227.44274     -127.9313       50             50             50             125000        -2.7400495     -2.7692488    
       581   227.01027     -127.57946      50             50             50             125000        -2.7400089     -2.7691527    
       582   226.53128     -127.18279      50             50             50             125000        -2.7399685     -2.7690507    
       583   226.00714     -126.74243      50             50             50             125000        -2.7399281     -2.7689431    
       584   225.43964     -126.25588      50             50             50             125000        -2.7398879     -2.76883      
       585   224.83108     -125.7234       50             50             50             125000        -2.7398478     -2.7687118    
       586   224.18437     -125.14627      50             50             50             125000        -2.7398078     -2.7685887    
       587   223.50305     -124.52584      50             50             50             125000        -2.7397679     -2.7684614    
       588   222.79139     -123.86215      50             50             50             125000        -2.7397282     -2.7683303    
       589   222.05438     -123.15695      50             50             50             125000        -2.7396886     -2.7681961    
       590   221.29774     -122.40852      50             50             50             125000        -2.7396491     -2.7680595    
       591   220.52789     -121.6228       50             50             50             125000        -2.7396097     -2.7679213    
       592   219.75194     -120.80375      50             50             50             125000        -2.7395705     -2.7677825    
       593   218.9776      -119.95871      50             50             50             125000        -2.7395314     -2.767644     
       594   218.2131      -119.08919      50             50             50             125000        -2.7394925     -2.7675069    
       595   217.467       -118.20487      50             50             50             125000        -2.7394537     -2.7673722    
       596   216.74813     -117.30682      50             50             50             125000        -2.7394149     -2.7672412    
       597   216.06535     -116.39684      50             50             50             125000        -2.7393763     -2.767115     
       598   215.42736     -115.4798       50             50             50             125000        -2.7393378     -2.7669946    
       599   214.8425      -114.56312      50             50             50             125000        -2.7392994     -2.7668811    
       600   214.31863     -113.65283      50             50             50             125000        -2.7392611     -2.7667755    
       601   213.86293     -112.74915      50             50             50             125000        -2.7392229     -2.7666788    
       602   213.48163     -111.8584       50             50             50             125000        -2.7391847     -2.7665916    
       603   213.17988     -110.98254      50             50             50             125000        -2.7391466     -2.7665148    
       604   212.96162     -110.12209      50             50             50             125000        -2.7391085     -2.7664486    
       605   212.8295      -109.27575      50             50             50             125000        -2.7390704     -2.7663936    
       606   212.78478     -108.44338      50             50             50             125000        -2.7390323     -2.7663498    
       607   212.82724     -107.62409      50             50             50             125000        -2.7389942     -2.7663171    
       608   212.95525     -106.81401      50             50             50             125000        -2.7389561     -2.7662954    
       609   213.16573     -106.00921      50             50             50             125000        -2.7389179     -2.7662843    
       610   213.45419     -105.20456      50             50             50             125000        -2.7388797     -2.7662831    
       611   213.81489     -104.39399      50             50             50             125000        -2.7388414     -2.7662911    
       612   214.24101     -103.57046      50             50             50             125000        -2.738803      -2.7663074    
       613   214.72474     -102.7295       50             50             50             125000        -2.7387645     -2.766331     
       614   215.25749     -101.86572      50             50             50             125000        -2.7387259     -2.7663608    
       615   215.83002     -100.96468      50             50             50             125000        -2.7386872     -2.7663956    
       616   216.43272     -100.01665      50             50             50             125000        -2.7386483     -2.7664342    
       617   217.05588     -99.014429      50             50             50             125000        -2.7386094     -2.7664752    
       618   217.68991     -97.952155      50             50             50             125000        -2.7385703     -2.7665175    
       619   218.32551     -96.824674      50             50             50             125000        -2.7385311     -2.7665599    
       620   218.95396     -95.625525      50             50             50             125000        -2.7384917     -2.7666012    
       621   219.56724     -94.347138      50             50             50             125000        -2.7384522     -2.7666405    
       622   220.15817     -92.985117      50             50             50             125000        -2.7384126     -2.7666767    
       623   220.72065     -91.530743      50             50             50             125000        -2.7383729     -2.7667092    
       624   221.24966     -89.983078      50             50             50             125000        -2.7383331     -2.7667373    
       625   221.74142     -88.336065      50             50             50             125000        -2.7382931     -2.7667605    
       626   222.19334     -86.590829      50             50             50             125000        -2.7382531     -2.7667785    
       627   222.6041      -84.747681      50             50             50             125000        -2.738213      -2.7667911    
       628   222.9735      -82.807084      50             50             50             125000        -2.7381728     -2.7667983    
       629   223.30247     -80.770632      50             50             50             125000        -2.7381325     -2.7668003    
       630   223.59294     -78.640097      50             50             50             125000        -2.7380922     -2.7667973    
       631   223.84774     -76.420382      50             50             50             125000        -2.7380518     -2.7667896    
       632   224.07043     -74.114225      50             50             50             125000        -2.7380114     -2.7667778    
       633   224.26517     -71.730445      50             50             50             125000        -2.737971      -2.7667623    
       634   224.43649     -69.273439      50             50             50             125000        -2.7379305     -2.7667439    
       635   224.58913     -66.751048      50             50             50             125000        -2.73789       -2.766723     
       636   224.72795     -64.165332      50             50             50             125000        -2.7378495     -2.7667003    
       637   224.85778     -61.527193      50             50             50             125000        -2.737809      -2.7666764    
       638   224.98321     -58.840054      50             50             50             125000        -2.7377684     -2.7666519    
       639   225.10854     -56.111092      50             50             50             125000        -2.7377279     -2.7666275    
       640   225.23766     -53.347939      50             50             50             125000        -2.7376873     -2.7666035    
       641   225.37406     -50.559674      50             50             50             125000        -2.7376467     -2.7665804    
       642   225.52072     -47.752483      50             50             50             125000        -2.7376061     -2.7665587    
       643   225.68013     -44.927546      50             50             50             125000        -2.7375655     -2.7665385    
       644   225.85421     -42.092108      50             50             50             125000        -2.7375249     -2.7665202    
       645   226.04441     -39.251727      50             50             50             125000        -2.7374843     -2.766504     
       646   226.2518      -36.412076      50             50             50             125000        -2.7374436     -2.76649      
       647   226.47711     -33.579997      50             50             50             125000        -2.7374029     -2.7664782    
       648   226.72073     -30.755769      50             50             50             125000        -2.7373622     -2.7664688    
       649   226.98276     -27.941971      50             50             50             125000        -2.7373214     -2.7664616    
       650   227.26312     -25.143045      50             50             50             125000        -2.7372806     -2.7664568    
       651   227.56163     -22.362547      50             50             50             125000        -2.7372398     -2.7664543    
       652   227.87799     -19.603448      50             50             50             125000        -2.7371989     -2.7664541    
       653   228.21189     -16.866873      50             50             50             125000        -2.737158      -2.766456     
       654   228.56298     -14.154736      50             50             50             125000        -2.737117      -2.7664601    
       655   228.9309      -11.468905      50             50             50             125000        -2.737076      -2.7664664    
       656   229.31528     -8.8116388      50             50             50             125000        -2.737035      -2.7664746    
       657   229.71573     -6.1849548      50             50             50             125000        -2.7369938     -2.7664849    
       658   230.13185     -3.5918967      50             50             50             125000        -2.7369527     -2.7664972    
       659   230.56322     -1.0330615      50             50             50             125000        -2.7369114     -2.7665113    
       660   231.0093       1.4937859      50             50             50             125000        -2.7368701     -2.7665273    
       661   231.46943      3.9866648      50             50             50             125000        -2.7368288     -2.766545     
       662   231.9428       6.4437824      50             50             50             125000        -2.7367874     -2.7665644    
       663   232.42852      8.8644752      50             50             50             125000        -2.7367459     -2.7665853    
       664   232.92547      11.249492      50             50             50             125000        -2.7367044     -2.7666076    
       665   233.43229      13.600473      50             50             50             125000        -2.7366628     -2.766631     
       666   233.94749      15.916053      50             50             50             125000        -2.7366212     -2.7666555    
       667   234.46942      18.195824      50             50             50             125000        -2.7365795     -2.7666808    
       668   234.99625      20.439384      50             50             50             125000        -2.7365377     -2.7667067    
       669   235.52595      22.649248      50             50             50             125000        -2.7364959     -2.7667329    
       670   236.0564       24.827417      50             50             50             125000        -2.736454      -2.7667591    
       671   236.58543      26.972238      50             50             50             125000        -2.736412      -2.766785     
       672   237.11088      29.085892      50             50             50             125000        -2.73637       -2.7668105    
       673   237.63065      31.171517      50             50             50             125000        -2.7363279     -2.7668351    
       674   238.14268      33.228946      50             50             50             125000        -2.7362858     -2.7668588    
       675   238.64511      35.260176      50             50             50             125000        -2.7362436     -2.7668811    
       676   239.13631      37.264966      50             50             50             125000        -2.7362014     -2.7669019    
       677   239.61495      39.242336      50             50             50             125000        -2.7361591     -2.7669211    
       678   240.08003      41.196927      50             50             50             125000        -2.7361168     -2.7669385    
       679   240.53094      43.125797      50             50             50             125000        -2.7360745     -2.766954     
       680   240.96755      45.031307      50             50             50             125000        -2.7360321     -2.7669677    
       681   241.39018      46.914343      50             50             50             125000        -2.7359896     -2.7669795    
       682   241.79963      48.770714      50             50             50             125000        -2.7359472     -2.7669896    
       683   242.19719      50.60055       50             50             50             125000        -2.7359047     -2.7669982    
       684   242.58477      52.401032      50             50             50             125000        -2.7358622     -2.7670054    
       685   242.96478      54.17066       50             50             50             125000        -2.7358196     -2.7670117    
       686   243.34006      55.907502      50             50             50             125000        -2.7357771     -2.7670173    
       687   243.71378      57.607028      50             50             50             125000        -2.7357345     -2.7670227    
       688   244.08943      59.265041      50             50             50             125000        -2.7356919     -2.7670283    
