 Formula: Fe2O3                                 Feff8L (EXAFS)       0.1
 SpaceGroup: R-3c
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=26 Rmt= 1.286 Rnm= 1.378 K  shell
 Pot 1 Z= 8 Rmt= 1.012 Rnm= 1.086
 Pot 2 Z=26 Rmt= 1.289 Rnm= 1.385
 Gam_ch=1.309E+00 H-L exch
 Mu=-1.025E+00 kf=2.246E+00 Vint=-2.024E+01 Rs_int= 1.615
 PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
    file        sig2   amp ratio    deg    nlegs  r effective
 feff0157.dat 0.00000     2.885     6.000     3   6.4500
 feff0158.dat 0.00000     2.805     6.000     3   6.4496
 feff0160.dat 0.00000     3.123     6.000     4   6.4550
 feff0161.dat 0.00000     8.716     6.000     3   6.4596
 feff0162.dat 0.00000     7.352     6.000     3   6.4596
 feff0163.dat 0.00000     4.857     3.000     2   6.4634
 feff0164.dat 0.00000     7.698     6.000     3   6.4739
 feff0166.dat 0.00000     3.610     3.000     4   6.4952
 feff0167.dat 0.00000     5.497     6.000     4   6.4952
 feff0168.dat 0.00000     2.958     3.000     4   6.4952
 feff0170.dat 0.00000     3.948     6.000     3   6.5015
 feff0171.dat 0.00000     3.888     6.000     4   6.5452
 feff0172.dat 0.00000     3.165     6.000     5   6.5808
 feff0173.dat 0.00000     2.745     6.000     5   6.5808
 feff0174.dat 0.00000     3.597     6.000     3   6.5917
 feff0175.dat 0.00000     4.903     6.000     3   6.5994
 feff0177.dat 0.00000     5.166     6.000     3   6.6237
 feff0178.dat 0.00000     3.070    12.000     3   6.6440
 feff0179.dat 0.00000     4.788    12.000     3   6.6565
 feff0180.dat 0.00000     5.114     6.000     3   6.6654
 feff0181.dat 0.00000     4.308     3.000     2   6.7371
 feff0185.dat 0.00000     4.014     6.000     4   6.7510
 feff0186.dat 0.00000     4.214     3.000     2   6.7882
 feff0187.dat 0.00000     7.284     6.000     3   6.8097
 feff0188.dat 0.00000     3.268     3.000     4   6.8312
 feff0189.dat 0.00000     4.122     3.000     2   6.8399
 feff0190.dat 0.00000     4.193     6.000     3   6.8761
 feff0191.dat 0.00000     4.053     3.000     2   6.8795
 feff0192.dat 0.00000     4.410     6.000     4   6.8849
 feff0193.dat 0.00000     3.088     2.000     2   6.8860
 feff0194.dat 0.00000     3.564     2.000     3   6.8860
 feff0195.dat 0.00000     3.469     2.000     3   6.8860
 feff0196.dat 0.00000     6.063     6.000     3   6.8949
 feff0197.dat 0.00000     2.710     6.000     3   6.9118
 feff0198.dat 0.00000     5.595     6.000     3   6.9118
 feff0199.dat 0.00000     3.800     6.000     3   6.9118
 feff0200.dat 0.00000     3.011     6.000     4   6.9165
 feff0201.dat 0.00000     4.562     3.000     2   6.9218
 feff0202.dat 0.00000     3.950     3.000     2   6.9404
 feff0203.dat 0.00000     3.266     6.000     3   6.9456
 feff0204.dat 0.00000     5.908     6.000     3   6.9904
 feff0205.dat 0.00000     2.761     6.000     3   7.0354
 feff0206.dat 0.00000     7.582     6.000     2   7.0385
 feff0207.dat 0.00000     4.549    12.000     3   7.0535
 feff0208.dat 0.00000     2.733     6.000     3   7.0573
 feff0209.dat 0.00000     3.713     3.000     2   7.0884
 feff0210.dat 0.00000     5.037     6.000     3   7.1497
 feff0211.dat 0.00000     3.775     6.000     3   7.1798
 feff0212.dat 0.00000     3.464     6.000     3   7.1815
 feff0213.dat 0.00000     3.343     6.000     3   7.2094
 feff0214.dat 0.00000     3.497     3.000     2   7.2343
 feff0215.dat 0.00000     2.864     6.000     3   7.2379
 feff0216.dat 0.00000     3.485     3.000     2   7.2429
 feff0217.dat 0.00000     2.978     6.000     4   7.2671
 feff0218.dat 0.00000     4.893     6.000     3   7.2693
 feff0219.dat 0.00000     2.866     6.000     3   7.2820
 feff0220.dat 0.00000     4.769     6.000     3   7.2928
 feff0221.dat 0.00000     2.819     6.000     3   7.3377
 feff0222.dat 0.00000     3.289     3.000     2   7.3857
 feff0223.dat 0.00000     4.433     6.000     3   7.4080
 feff0224.dat 0.00000     7.457     6.000     2   7.4105
 feff0226.dat 0.00000    15.570    12.000     3   7.4105
 feff0227.dat 0.00000    10.290     6.000     4   7.4105
 feff0228.dat 0.00000     2.816     6.000     3   7.4114
 feff0229.dat 0.00000     3.241     3.000     2   7.4224
 feff0230.dat 0.00000     2.709     6.000     3   7.4450
 feff0231.dat 0.00000     3.169     3.000     2   7.4788
 feff0232.dat 0.00000     4.278     6.000     3   7.4866
 feff0233.dat 0.00000     3.041     6.000     3   7.4866
 feff0234.dat 0.00000     3.399     6.000     3   7.5164
 feff0235.dat 0.00000     3.028     6.000     4   7.5181
 feff0236.dat 0.00000     2.862     6.000     3   7.5270
 feff0238.dat 0.00000     3.656     6.000     3   7.5335
 feff0239.dat 0.00000     2.780     6.000     3   7.5342
 feff0240.dat 0.00000     3.066     3.000     2   7.5618
 feff0241.dat 0.00000     6.109     6.000     2   7.5717
 feff0242.dat 0.00000     3.766     6.000     3   7.5845
 feff0243.dat 0.00000     4.090     6.000     3   7.6222
 feff0244.dat 0.00000     6.521    12.000     3   7.6538
 feff0245.dat 0.00000     6.597     6.000     2   7.7194
 feff0246.dat 0.00000     2.846     3.000     2   7.7523
 feff0247.dat 0.00000     4.612     6.000     3   7.7556
 feff0248.dat 0.00000     3.534     6.000     3   7.7755
 feff0249.dat 0.00000     3.197     3.000     2   7.7998
 feff0250.dat 0.00000     2.742     3.000     2   7.8491
 feff0254.dat 0.00000     3.344    12.000     3   7.8723
 feff0255.dat 0.00000     6.200     6.000     2   7.8791
 feff0256.dat 0.00000     2.828    12.000     4   7.8794
 feff0259.dat 0.00000     3.364     6.000     3   7.9509
 feff0261.dat 0.00000     2.725     6.000     3   7.9520
