PATH  Rmax= 8.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   3.000  index, nleg, degeneracy, r=  1.9457
      x           y           z     ipot  label      rleg      beta        eta
   -1.748440   -0.119690    0.845140   1 'O     '     1.9457  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  180.0000    0.0000
     2    2   3.000  index, nleg, degeneracy, r=  2.1162
      x           y           z     ipot  label      rleg      beta        eta
   -0.770560   -1.334650   -1.450190   1 'O     '     2.1162  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162  180.0000    0.0000
     3    2   1.000  index, nleg, degeneracy, r=  2.9004
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000   -2.900380   2 'Fe    '     2.9004  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.9004  180.0000    0.0000
     4    2   3.000  index, nleg, degeneracy, r=  2.9710
      x           y           z     ipot  label      rleg      beta        eta
   -2.519000   -1.454350   -0.605050   2 'Fe    '     2.9710  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.9710  180.0000    0.0000
     5    2   3.000  index, nleg, degeneracy, r=  3.3642
      x           y           z     ipot  label      rleg      beta        eta
    2.519000    1.454350    1.690280   2 'Fe    '     3.3642  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.3642  180.0000    0.0000
     6    2   2.000  index, nleg, degeneracy, r=  3.3985
      x           y           z     ipot  label      rleg      beta        eta
    3.289560   -0.119690    0.845140   1 'O     '     3.3985  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.3985  180.0000    0.0000
     7    2   1.000  index, nleg, degeneracy, r=  3.3985
      x           y           z     ipot  label      rleg      beta        eta
   -1.748440   -2.789000    0.845140   1 'O     '     3.3985  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.3985  180.0000    0.0000
     8    3   6.000  index, nleg, degeneracy, r=  3.4184
      x           y           z     ipot  label      rleg      beta        eta
   -0.770560    1.334650   -1.450190   1 'O     '     2.1162  135.6139    0.0000
    0.770560    1.574040    0.845140   1 'O     '     2.7750  130.4669    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457   93.9192    0.0000
     9    3   6.000  index, nleg, degeneracy, r=  3.4508
      x           y           z     ipot  label      rleg      beta        eta
    1.541120    0.000000   -1.450190   1 'O     '     2.1162  129.1015    0.0000
   -0.770560    1.334650   -1.450190   1 'O     '     2.6693  129.1015    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162  101.7970    0.0000
    10    3   6.000  index, nleg, degeneracy, r=  3.4634
      x           y           z     ipot  label      rleg      beta        eta
    0.770560    1.574040    0.845140   1 'O     '     1.9457  141.2659    0.0000
   -1.748440   -0.119690    0.845140   1 'O     '     3.0355  141.2659    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457   77.4682    0.0000
    11    3   6.000  index, nleg, degeneracy, r=  3.4749
      x           y           z     ipot  label      rleg      beta        eta
    1.541120    0.000000   -1.450190   1 'O     '     2.1162  137.6463    0.0000
    0.770560    1.574040    0.845140   1 'O     '     2.8879  132.8837    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457   89.4700    0.0000
    12    3   6.000  index, nleg, degeneracy, r=  3.5164
      x           y           z     ipot  label      rleg      beta        eta
    2.519000   -1.454350   -0.605050   2 'Fe    '     2.9710  139.2041    0.0000
    0.977880   -1.454350    0.845140   1 'O     '     2.1162   86.0808    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  134.7151    0.0000
    13    3   6.000  index, nleg, degeneracy, r=  3.5164
      x           y           z     ipot  label      rleg      beta        eta
    2.519000   -1.454350   -0.605050   2 'Fe    '     2.9710  134.7151    0.0000
    1.541120    0.000000   -1.450190   1 'O     '     1.9457   86.0808    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162  139.2041    0.0000
    14    3   6.000  index, nleg, degeneracy, r=  3.5663
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000   -2.900380   2 'Fe    '     2.9004  133.2589    0.0000
    1.541120    0.000000   -1.450190   1 'O     '     2.1162   93.4823    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162  133.2589    0.0000
    15    2   3.000  index, nleg, degeneracy, r=  3.5964
      x           y           z     ipot  label      rleg      beta        eta
    1.748440    0.119690    3.140480   1 'O     '     3.5964  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.5964  180.0000    0.0000
    16    3   6.000  index, nleg, degeneracy, r=  3.6277
      x           y           z     ipot  label      rleg      beta        eta
   -0.000000   -2.908690    1.690280   2 'Fe    '     3.3642  149.8282    0.0000
    0.977880   -1.454350    0.845140   1 'O     '     1.9457   60.3434    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  149.8284    0.0000
    17    2   6.000  index, nleg, degeneracy, r=  3.7053
      x           y           z     ipot  label      rleg      beta        eta
   -0.000000   -2.908690   -2.295330   2 'Fe    '     3.7053  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.7053  180.0000    0.0000
    18    2   3.000  index, nleg, degeneracy, r=  3.7857
      x           y           z     ipot  label      rleg      beta        eta
    1.748440   -3.028380   -1.450190   1 'O     '     3.7857  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.7857  180.0000    0.0000
    19    3   6.000  index, nleg, degeneracy, r=  3.8835
      x           y           z     ipot  label      rleg      beta        eta
    2.519000   -1.454350    2.295330   2 'Fe    '     3.7053  156.8721    0.0000
    0.977880   -1.454350    0.845140   1 'O     '     2.1162   48.4180    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  154.7099    0.0000
    20    3   6.000  index, nleg, degeneracy, r=  3.8835
      x           y           z     ipot  label      rleg      beta        eta
    2.519000    1.454350   -2.295330   2 'Fe    '     3.7053  154.7099    0.0000
    1.541120    0.000000   -1.450190   1 'O     '     1.9457   48.4180    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162  156.8721    0.0000
    21    4   3.000  index, nleg, degeneracy, r=  3.8913
      x           y           z     ipot  label      rleg      beta        eta
   -1.748440   -0.119690    0.845140   1 'O     '     1.9457  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  180.0000    0.0000
   -1.748440   -0.119690    0.845140   1 'O     '     1.9457  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  180.0000    0.0000
    22    4   3.000  index, nleg, degeneracy, r=  3.8913
      x           y           z     ipot  label      rleg      beta        eta
    0.770560    1.574040    0.845140   1 'O     '     1.9457   60.3432    0.0000
    2.519000    1.454350    1.690280   2 'Fe    '     1.9457  180.0000    0.0000
    0.770560    1.574040    0.845140   1 'O     '     1.9457   60.3432    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  180.0000    0.0000
    23    2   1.000  index, nleg, degeneracy, r=  3.9856
      x           y           z     ipot  label      rleg      beta        eta
    0.000000    0.000000    3.985620   2 'Fe    '     3.9856  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.9856  180.0000    0.0000
    24    3   4.000  index, nleg, degeneracy, r=  4.0067
      x           y           z     ipot  label      rleg      beta        eta
   -1.541120    2.908690    0.845140   1 'O     '     3.3985  145.1504    0.0000
    0.770560    1.574040    0.845140   1 'O     '     2.6693   86.4730    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  128.3766    0.0000
    25    3   6.000  index, nleg, degeneracy, r=  4.0374
      x           y           z     ipot  label      rleg      beta        eta
   -1.748440   -0.119690    0.845140   1 'O     '     1.9457  170.7219    0.0000
    1.541120    0.000000   -1.450190   1 'O     '     4.0130  171.4752    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162   17.8030    0.0000
    26    4   6.000  index, nleg, degeneracy, r=  4.0618
      x           y           z     ipot  label      rleg      beta        eta
    0.977880   -1.454350    0.845140   1 'O     '     1.9457  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457   17.8030    0.0000
   -0.770560    1.334650   -1.450190   1 'O     '     2.1162  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162   17.8030    0.0000
    27    4   3.000  index, nleg, degeneracy, r=  4.0618
      x           y           z     ipot  label      rleg      beta        eta
    0.977880   -1.454350    0.845140   1 'O     '     1.9457   48.4180    0.0000
    2.519000   -1.454350    2.295330   2 'Fe    '     2.1162  180.0000    0.0000
    0.977880   -1.454350    0.845140   1 'O     '     2.1162   48.4180    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  180.0000    0.0000
    28    4   3.000  index, nleg, degeneracy, r=  4.0618
      x           y           z     ipot  label      rleg      beta        eta
    1.541120    0.000000   -1.450190   1 'O     '     2.1162   48.4180    0.0000
    2.519000    1.454350   -2.295330   2 'Fe    '     1.9457  180.0000    0.0000
    1.541120    0.000000   -1.450190   1 'O     '     1.9457   48.4180    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162  180.0000    0.0000
    29    2   3.000  index, nleg, degeneracy, r=  4.1352
      x           y           z     ipot  label      rleg      beta        eta
   -1.748440    0.119690   -3.745520   1 'O     '     4.1352  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     4.1352  180.0000    0.0000
    30    3  12.000  index, nleg, degeneracy, r=  4.2150
      x           y           z     ipot  label      rleg      beta        eta
    1.748440    0.119690    3.140480   1 'O     '     3.5964  147.3432    0.0000
    0.770560    1.574040    0.845140   1 'O     '     2.8879   85.8749    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  126.7819    0.0000
    31    4   3.000  index, nleg, degeneracy, r=  4.2323
      x           y           z     ipot  label      rleg      beta        eta
    1.541120    0.000000   -1.450190   1 'O     '     2.1162  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162  180.0000    0.0000
    1.541120    0.000000   -1.450190   1 'O     '     2.1162  180.0000    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     2.1162  180.0000    0.0000
    32    3   6.000  index, nleg, degeneracy, r=  4.2428
      x           y           z     ipot  label      rleg      beta        eta
   -2.519000   -1.454350   -0.605050   2 'Fe    '     2.9710   98.0225    0.0000
   -1.748440   -2.789000    0.845140   1 'O     '     2.1162  120.0441    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     3.3985  141.9333    0.0000
    33    3   6.000  index, nleg, degeneracy, r=  4.3096
      x           y           z     ipot  label      rleg      beta        eta
    1.748440    3.028380   -1.450190   1 'O     '     3.7857  149.7376    0.0000
    0.770560    1.574040    0.845140   1 'O     '     2.8879   78.6809    0.0000
    0.000000    0.000000    0.000000   0 'Fe    '     1.9457  131.5815    0.0000
    34    2   3.000  index, nleg, degeneracy, r=  4.3948
      x           y           z     ipot  label      rleg      beta        eta
